29,"野菜と肉を食べます。","Yasai to niku o tabemasu.","Tôi ăn rau và thịt.",9
30,"休みの日は土曜日と日曜日です。","Yasumi no hi wa doyōbi to nichiyōbidesu.","Ngày nghỉ là ngày thứ bảy và chủ nhật.",9

31,"タイ料理はおいしいですが、辛いです。","Tai ryōri wa oishīdesuga, karaidesu.","Món Thái ngon nhưng cay.",10
32,"雨が降っていますが，テストがありますので学校へ行きます．","Ame ga futte imasu ga, tesuto ga arimasu node, gakkou e ikimasu.","Trời đang mưa nhưng do có bài kiểm tra nên tôi tới trường.",10
33,"しつれいですが、お名前は何ですか。","Shitsurei desuga, onamae wa nandesu ka?","Xin lỗi, anh/chị tên là gì ạ?",10
34,"すみませんが、手伝ってもらえませんか。","Sumimasen ga, tetsudatte moraemasen ka?","Xin lỗi, bạn có thể giúp tôi được không?",10

35,"９時から午後５時まで働きます。","Ku-ji kara gogo go-ji made hatarakimasu.","Tôi làm việc từ 8h đến 5h chiều.",11
36,"大阪から東京まで新幹線で行くと３時間かかります。","Ōsaka kara Tōkyō made shinkansen de iku to san-jikan kakarimasu.","Nếu đi từ Tokyo đến Osaka bằng tàu siêu tốc shinkansen thì mất 3 tiếng đồng hồ.",11
37,"８時から働きます。","Hachi-ji kara hatarakimasu.","Tôi làm việc từ 8 giờ.",11
38,"昼休みは12時からです。","Hiruyasumi wa juuichi-ji sanjuppun karadesu.","Giờ nghỉ trưa là từ 12 giờ.",11

39,"私の日本語はあまり上手ではありません。","Watashi no nihongo wa amari jōzude wa arimasen.","Tiếng Nhật của tôi không giỏi lắm.",12
40,"今日の天気はあまり寒くないです。","Kyō no tenki wa amari samukunaidesu.","Thời tiết hôm nay không lạnh lắm.",12
41,"英語があまり分かりません。","Eigo ga amari wakarimasen.","Tiếng Anh thì không hiểu lắm.",12

42,"お金が全然ありません。","Okane ga zenzen arimasen.","Tôi hoàn toàn không có tiền.",13
43,"全然分かりません。","Zenzen wakarimasen","Tôi hoàn toàn không hiểu.",13
44,"この本は全然面白くないです。","Kono hon wa zenzen omoshirokunai desu.","Cuốn sách này hoàn toàn không thú vị.",13

45,"なかなか寝られませんでした。","Nakanaka neraremasen deshita.","Mãi mà không ngủ được.",14
46,"この問題はなかなか解けなかった。","Kono mondai wa nakanaka tokenakatta.","Bài tập này mãi mà không giải được.",14

47,"いっしょに食べませんか。","Issho ni tabemasen ka?","Anh/ chị đi ăn cùng tôi không?",15
48,"いっしょに旅行へ行きませんか。","Issho ni ryokō e ikimasen ka?","Anh/chị đi du lịch cùng tôi không?",15
49,"カラオケに行きませんか 。","Karaoke e ikimasen ka?","Bạn đi hát karaoke với tớ không?",15

50,"部屋にテレビがあります。","Heya ni terebi ga arimasu.","Trong phòng có cái ti vi.",16
51,"庭には大きな木があります。","Niwa ni wa ookina ki ga arimasu.","Trong vườn thì có cái cây to.",16

52,"いけにカエルがいます。","Ike ni kaeru ga imasu.","Trong ao có con ếch.",17
53,"芝生に小鳥が三匹います。","Shibafu ni kotori ga sanbiki imasu.","Ở bãi có có 3 con chim nhỏ.",17
54,"内は娘がいます。","Uchi wa musume ga imasu.","Nhà tôi thì có con gái.",17

55,"みかんを４個買いました。","Mikan o yonko kaimashita.","Tôi ( đã) mua 4 quả cam",18
56,"外国人社員は二人います。","Gaikokujin shain wa futari imasu.","Nhân viên người nước ngoài thì có hai người.",18

57,"私は一カ月に２回映画を見ます。","Watashi wa ikkagetsu ni ni-kai eiga o mimasu.","Tôi xem phim 2 lần 1 tháng.",19
58,"一週間に４回日本語を勉強します。","Isshūkan ni yon-kai nihongo o benkyō shimasu.","Tôi học tiếng nhật 4 ngày 1 tuần.",19

59,"ちょっと休みましょう。","Chotto yasumimashou.","Chúng ta nghỉ chút nào.",20
60,"では、終わりましょう。","Dewa, owarimashou.","Vậy thì chúng ta kết thúc thôi",20

61,"重い荷物ですね。持ちましょうか？","Omoi nimotsu desu ne. Mochimashou ka?","Hành lý nặng nhỉ. Để tôi mang giúp cho bạn nhé?",21

62,"私はお金がほしいです","Watashi wa okane ga hoshii desu","Tôi muốn có tiền",22
63,"私は友達が欲しいです","Watashi wa tomodachi ga hoshii desu","Tôi muốn có bạn bè",22
64,"今、何が一番欲しいですか。","Ima, nani ga ichiban hoshii desu ka?","Bây giờ bạn muốn có cái gì nhất?",22
65,"子供がほしいですか。
いいえ、欲しいくないです。","Kodomo ga hoshīdesu ka? 
Īe, hoshī kunaidesu.","Anh muốn có con không? 
Không, tôi không muốn.",22

66,"日本へ行きたいです。","Nihon e ikitaidesu.","Tôi muốn đi Nhật.",23
67,"寿司が食べたいです。","Sushi ga tabetaidesu.","Tôi muốn ăn sushi.",23
68,"歯が痛いですから、何も食べたくないです。","Ha ga itai desu kara, nani mo tabetakunai desu.","Vì đau răng nên tôi không muốn ăn gì.",23

69,"スーパーへ買い物に行きます","Sūpā e kaimono ni ikimasu","Tôi đi siêu thị để mua sắm.",24
70,"昼ごはんを食べに行きます。","Hirugohan wo tabe ni ikimasu.","Tôi đi [để] ăn trưa.",24
71,"先生、資料をもらいに来ました。","Sensei, shiryou wo morai ni kimashita.","Thưa cô, em tới đây để nhận tài liệu ạ.",24

72,"すみませんが、この漢字の読み方を教えてください。","Sumimasen ga, kono kanji no yomikata o oshietekudasai.","Xin lỗi, hãy chỉ cho tôi cách đọc chữ kanji này.",25
73,"ここに住所と名前を書いてください。","Koko ni jūsho to namae o kaite kudasai.","Xin hãy viết địa chỉ và tên vào chỗ này.",25
74,"ぜひ遊びに来てください。","Zehi asobi ni kite kudasai.","Nhất định đến chỗ tôi chơi nhé.",25

75,"私は元気ですから、心配しないでください。","Watashi wa genki desukara, shinpai shinaide kudasai","Vì tôi khỏe nên đừng lo cho tôi.",26
76,"ここで写真を撮らないでください。","Koko de shashin o toranaide kudasai.","Xin đừng chụp ảnh ở đây.",26
77,"病院でタバコを吸わないでください。","Byōin de tabako o suwanaide kudasai.","Xin đừng hút thuốc trong bệnh viện.",26

78,"本を読んでもいいです。","Hon o yonde mo īdesu.","Được phép đọc sách ( ở đây ).",27
79,"タバコを吸ってもいいですか。","Tabako o sutte mo īdesu ka?","Tôi hút thuốc có được không?",27
80,"この本をもらってもいいですか。","Kono hon o moratte mo īdesu ka?","Tôi lấy cuốn sách này có được không?",27
81,"ええ、いいですよ。どうぞ。","Ee, īdesu yo. Dōzo.","Vâng, được. Xin mời",27
82,"すみません。ちょっと・・・","Sumimasen. Chotto....","Xin lỗi. Tôi e rằng không được",27

83,"ここで車に止めてはいけません。","Koko de kuruma ni tomete wa ikemasen. ","Không được đậu xe ở đây. ",28

84,"明日来なくてもいいです。","Ashita konakute mo īdesu.","Ngày mai anh không đến cũng được.",29
85,"しなくてもいいです。","Shinakute mo īdesu.","Không làm cũng được.",29
86,"急がなくてもいいです。","Isoganakute mo īdesu.","Bạn không cần vội đâu.",29

87,"薬を飲まなければなりません。","Kusuri o nomanakereba narimasen.","Tôi phải uống thuốc.",30
88,"毎日一時間日本語を勉強しなければなりません。","Mainichi ichijikan nihongo o benkyō shinakereba narimasen.","Mỗi ngày phải học tiếng Nhật 1 tiếng.",30

89,"留学するなら、日本語を勉強しないといけない。",,"Nếu định du học thì phải học tiếng Nhật.",31
90,"授業に出ないといけませんよ。","Jugyou ni denai to ikemasen yo.","Không tới giờ học là không được đâu.
(Phải tới lớp học đấy)",31

91,"10時前に寝なくちゃいけない。","Juuji mae ni nenakucha ikenai.","Phải ngủ trước 10 giờ.",32
92,"毎日勉強しなくちゃいけない。","Mainichi benkyō shinakucha ikenai.","Phải học bài mỗi ngày.",32

93,"友達とだけ話します。","Tomodachi to dake hanashimasu.","Tôi chỉ nói chuyện với bạn bè.",33
94,"みかんだけ買いました。","Mikan dake kaimashita.","Tôi chỉ mua có quýt thôi.",33
95,"このクラスはベトナム人学生だけです。","Kono kurasu wa betonamu jin dake desu.","Lớp học này chỉ (toàn) học sinh Việt Nam.",33

96,"時間がないから本をあまり読まない。","Jikan ga nai kara hon wo amari yomanai.","Vì không có thời gian nên tôi không đọc sách mấy.",34
97,"雨が降りましたから、道は滑りますよ。","Ame ga furimashita kara, michi wa suberimasu yo.","Vì trời đã mưa nên đường sẽ trơn trượt đấy.",34

98,"私は音楽を聞くのがすきです 。","Watashi wa ongaku o kiku no ga sukidesu.","Tôi thích nghe nhạc.",35
99,"彼女は日本語を話すのが上手です。 ","Kanojo wa nihongo o hanasu no ga jōzudesu.","Cô ấy nói tiếng Nhật giỏi.",35
100,"私は犬を飼うのが好きです。","Watashi wa inu o kau no ga sukidesu.","Tôi thích nuôi chó.",35
101,"日本人は歩くのが速いです。 ","Nihonjin wa aruku no ga hayaidesu.","Người Nhật đi bộ nhanh.",35

102,"薬を買うのを忘れました。 ","Kusuri o kau no o wasuremashita.","Tôi quên mua thuốc.",36
103,"大声で話すのをやめて！","Oogoe de hanasu no wo yamete!","Thôi nói chuyện to tiếng đi!",36

104,"一番雨が多いのは6月です。","Ichiban ame ga ōi no wa rokugatsu desu.","Mưa nhiều nhất là tháng 6.",37
105,"いっしょに食事するのは楽しいです。","Issho ni shokuji suru no wa tanoshīdesu.","Cùng nhau ăn uống thì vui.",37
106,"ビールを飲むのはどう？","Biiru wo nomu no wa dou?","Uống bia thì thế nào? (rủ rê)",37

107,"もう宿題をしましたか。","Mō shukudai o shimashita ka?","Bạn đã làm bài tập xong chưa?",38
108,"もう晩御飯を食べましたか。 ","Mō ban gohan o tabemashita ka?","Bạn đã ăn tối chưa?",38

109,"ご飯を食べましたか。
いいえ、まだ食べていません。","Gohan o tabemashita ka? 
Īe, mada tabete imasen.","Bạn ăn cơm chưa? 
Chưa, tôi chưa ăn",39
110,"風邪はまだよくなっていません。","Kaze wa mada yoku natte imasen.","Bệnh cảm vẫn chưa khỏi.",39

111,"日本はベトナムより寒いです。","Nihon wa Betonamu yori samui desu.","Nhật Bản lạnh hơn Việt Nam.",40
112,"今年の冬は昨年よりも寒い。","Kotoshi no fuyu wa sakunen yori mo samui.","Mùa đông năm nay lạnh hơn mùa đông năm ngoái.",40

113,"ベトナムは日本ほど寒くない。","Betonamu wa Nihon hodo samukunai.","Việt Nam không lạnh bằng Nhật Bản.",41
114,"山田さんは田中さんほど英語を話すのが上手ではありません。","Yamada-san wa Tanaka-san hodo eigo o hanasu no ga jōzude wa arimasen.","Anh Yamada nói tiếng Anh không giỏi bằng Anh Tanaka",41

115,"この本はあの本と出版社が同じだ。","Kono hon hā no hon to shubbansha ga onajida.","Cuốn sách này cùng nhà xuất bản với cuốn sách kia.",42
116,"あの人が食べているのと同じものをください。","Ano hito ga tabete iru no to onaji mono o kudasai.","Cho tôi món giống như món của người kia đang ăn.",42
117,"私は彼と同じクラスです。","Watashi wa kare to onaji kurasu desu.","Tôi cùng lớp với anh ấy.",42

118,"季節の中で、春が一番好きです。","Kisetsunonakade, haru ga ichiban sukidesu.","Trong các mùa trong năm, tôi thích nhất là mùa xuân.",43
119,"三人の中で、僕は一番イケメンです。","Sannin no nakade, boku wa ichiban ikemen desu.","Trong số ba người thì tôi đẹp trai nhất.",43

120,"暑くなってきましたね。","Atsuku natte kimashitane.","Trời đã nóng lên rồi nhỉ.",44
121,"十一月になると、日本は寒くなります。","Jūichi-gatsu ni naru to, Nihon wa samuku narimasu.","Sang tháng 11 là nước Nhật trở lạnh.",44
122,"彼女はだいぶきれいになりましたね。","Kanojo wa daibu kireini narimashita ne.","Cô ấy trở nên xinh đẹp hơn hẳn rồi nhỉ.",44

123,"このスマホの色が好きじゃないから、安くても買わないよ。","Kono sumaho no iro ga sukijanai kara, yasukute mo kawanai yo.","Tôi không thích màu cái điện thoại thông minh này nên rẻ cũng không mua đâu.",45
124,"どんなに成績が良くても自慢してはいけません。","Don'nani seiseki ga yokute mo jiman shite wa ikemasen.","Cho dù thành tích có tốt như thế nào cũng không được tự kiêu.",45
125,"大変でも受験勉強をがんばりましょう。","Taihen demo juken benkyō o ganbarimashou.","Cho dù vất vả chúng ta hãy cùng cố gắng ôn thi.",45

126,"昨日、友達と歌を歌ったりビールを飲んだりして楽しかった。","Kinō, tomodachi to uta o utattari bīru o non dari shite tanoshikatta.","Hôm qua, tôi lúc thì hát lúc thì uống bia với bạn bè, thật là vui.",46
127,"雨が降ったり止んだりしています。","Ame ga futtari yan dari shite imasu.","Mưa đang lúc rơi lúc tạnh.",46

128,"日本語を勉強している。","Nihongo o benkyō shite iru.","Tôi đang học tiếng Nhật.",47
129,"私はベトナムに住んでいます。","Watashi wa Betonamu ni sunde imasu.","Tôi sống ở Việt Nam.",47
130,"姉は工場で働いています。","Ane wa kōjō de hataraite imasu.","Chị gái tôi (đang) làm việc ở nhà máy.",47

131,"時々水泳に行くことがある。","Tokidoki suiei ni iku koto ga aru.","Thỉnh thoảng tôi có đi bơi.",48
132,"時間があれば本を読むことがある。","Jikan ga areba hon o yomu koto ga aru.","Nếu có thời gian thì cũng có khi tôi đọc sách.",48

133,"朝ごはんを食べないことがある。","Asa gohan o tabenai koto ga aru.","Có lúc tôi không ăn sáng.",49

134,"刺身を食べたことがある。","Sashimi o tabeta koto ga aru.","Tôi đã từng ăn món cá sống sashimi.",50
135,"日本へ行ったことがありますか。","Nihon e itta koto ga arimasu ka? ","Bạn đến Nhật Bản bao giờ chưa?",50

136,"かばんの中にノートやペンなどたくさんのものが入っています。","Kaban no naka ni nōto ya pen nado takusan no mono ga haitte imasu.","Trong cặp đang có rất nhiều thứ như vở viết và bút.",51

137,"風邪を引いたので学校を休んだ。","Kaze o hiitanode gakkō o yasunda.","Vì bị cảm nên tôi nghỉ học.",52

138,"駅のまえに大きなマンションが建った。","Eki no mae ni ōkina manshon ga tatta","Phía trước nhà ga đã mọc lên một ngôi nhà chung cư lớn.",53
139,"寝る前に音楽を聞きます。","Nerumae ni ongaku o kikimasu.","Trước khi đi ngủ tôi thường nghe nhạc.",53
140,"結婚するまえに、一度ゆっくり仲間と旅行してみたい。","Kekkon suru mae ni, ichido yukkuri nakama to ryokō shite mitai.","Trước khi lập gia đình, tôi muốn cùng đám bạn thân đi du lịch thoải mái một lần.",53

141,"夏休みになってから一度も学校に行っていない。","Natsuyasumi ni natte kara ichido mo gakkō ni itte inai.","Từ khi nghỉ hè tôi chưa lần nào đến trường.",54
142,"授業が終わってから散歩しませんか。","Jugyō ga owatte kara sanpo shimasen ka.","Sau khi giờ học kết thúc bạn đi dạo cùng tôi không?",54

143,"この本は見たあとで、貸してね。","Kono hon wa mita ato de, kashite ne.","Sách này đọc xong thì cho tớ mượn nhé.",55
144,"仕事が終わったあとで、カラオケにいきませんか。","Shigoto ga owatta ato de, karaoke ni ikimasen ka?","Sau khi xong việc thì đi hát karaoke không?",55

145,"暇なとき何をする。","Himana toki nani o suru.","Lúc rảnh bạn làm gì?",56
146,"日本へ行くとき飛行機を使った。","Nihon e iku toki hikōki o tsukatta.","Lúc đi Nhật tôi dùng máy bay.",56

147,"それはだめでしょう？","Việc đó đâu có được đúng không?",57
148,"図書館で大声を出してはいけないでしょう？","Toshokan de ōgoe o dashite wa ikenaideshou?","Ở thư viện đâu có được to tiếng đúng không?",57

149,"多分その本はおもしろいでしょう","Tabun sono hon wa omoshiroideshou","Có lẽ là sách đó thú vị",58

150,"今日雨が降らないと思います。","Kyō ame ga furanai to omoimasu.","Tôi nghĩ là hôm nay trời sẽ không mưa.",59
151,"先生は来ると思います。","Sensei wa kuru to omoimasu.","Tôi nghĩ là thầy sẽ đến.",59
152,"ええ、私もそう思います。","Ee, watashi mo sō omoimasu.","Ừ, tôi cũng nghĩ thế",59
153,"私はそう思いません。","Watashi wa sō omoimasen.","Tôi không nghĩ thế",59

154,"日本人はご飯を食べるまえに「いただきます」といいます。","Nihonjin wa gohan o taberu mae ni "itadakimasu" to īmasu.","Người Nhật trước khi ăn thì thường nói 'itadakimasu' (tôi xin phép ăn).",60
155,"彼は「大学に行きたい」と言いました。","Kare wa 'daigaku ni ikitai' to iimashita.","Nó đã nói là 'tôi muốn đi đại học'.",60

156,"お腹がすいたし、のどが渇いたし、何か食べたい。","Onakagasuita shi, nodo ga kawaitashi, nanika tabetai.","Vừa đói vừa khát nên tôi muốn ăn thứ gì đó.",61
157,"このシャツは色もきれいですし、デザインもいいですね。","Kono shatsu wa iro mo kireidesu shi, dezain mo īdesu ne.","Cái áo này màu đẹp và thiết kế đẹp.",61

158,"天気予報によると、明日は晴れるそうです。","Tenkiyohō ni yoru to, ashitahahareru-sōdesu.","Theo dự báo thời tiết thì ngày mai trời đẹp.",62
159,"彼の話によれば、この茶碗は高価な骨董品だそうだ。","Kare no hanashi ni yoreba, kono chawan wa koukana kottōhin da sōda.","Theo lời anh ấy thì cái chén này là thứ đồ cổ rất đắt tiền.",62

160,"今年の冬は暖かそうです。","Kotoshi no fuyu wa attakasōdesu.","Mùa đông năm nay có vẻ sẽ ấm.",63

161,"馬刺しを食べてみたい。","Basashi o tabete mitai.","Tôi muốn ăn thử món thịt ngựa sống.",64
162,"最近話題になっている店へいってみました。","Saikin wadai ni natte iru mise e itte mimashita.","Tôi đã thử đến cửa hàng mà dạo này người ta đang bàn tán.",64
162,"バイクをやめて、自転車通勤をしてみることにした。","Baiku o yamete, jitensha tsūkin o shite miru koto ni shita.","Tôi quyết định bỏ xe máy và thử đi làm bằng xe đạp.",64

163,"酒を飲むと顔が赤くなる。","Sake o nomu to kao ga akaku naru.","Uống rượu thì mặt sẽ đỏ",65
164,"まっすぐ行くと右に大きな建物が見えます。","Massugu iku to migi ni ōkina tatemono ga miemasu.","Đi thẳng thì sẽ nhìn thấy tòa nhà lớn ở bên phải.",65

165,"もし、あまり高かったら誰も買わないでしょう。","Moshi, amari takakattara dare mo kawanaideshou.","Nếu mà đắt quá thì chắc chẳng ai mua đâu.",66
166,"お酒を飲んだら絶対に運転はするな。","Osake wo nondara zettai ni unten wa suru na.","Sau khi đã uống rượu thì tuyệt đối đừng có lái xe.",66

167,"お金のことなら心配しなくていいですよ。何とかなりますから。","Okane no kotonara shinpai shinakute īdesu yo. Nantoka narimasukara.","Nếu là chuyện tiền nong thì không phải lo đâu. Thế nào chả có cách.",67
168,"日本語を勉強するならSaromalangをよく見たほうがいいよ。","Nihongo o benkyō surunara Saromalang o yoku mita hō ga ī yo.","Nếu định học tiếng Nhật thì nên thường xuyên xem Saromalang.",67

169,"10を2で割れば5になる。","10 o 2 de wareba 5 ni naru.","Nếu chia 10 cho 2 thì sẽ thành 5.",68
170,"年をとれば身体が弱くなる。","Toshi o toreba shintai ga yowaku naru.","Nếu già đi thì thân thể sẽ yếu đi.",68
171,"誰でもほめられればうれしい。","Dare demo homerarereba ureshī.","Bất cứ ai nếu được khen sẽ vui sướng.",68

172,"食べれば食べるほど太る。","Tabereba taberu hodo futoru.","Càng ăn sẽ càng mập.",69
173,"この説明書は、読めば読むほど分からなくなる。","Kono setsumeisho wa, yomeba yomu hodo wakaranaku naru.","Bảng hướng dẫn này càng đọc càng không hiểu.",69

174,"子供はなんでも知りたがる。","Kodomo wa nan demo shirita garu.","Trẻ em thì chuyện gì cũng muốn biết.",70
175,"両親は海外旅行に行きたがっている。","Ryōshin wa gaigairyokō ni ikita gatte iru.","Ba mẹ tôi đang có vẻ muốn đi du lịch nước ngoài.",70

176,"彼はもう寝てしまったのかもしれない。","Kare wa mō nete shimatta no kamo shirenai.","Có thể là anh ấy đã ngủ mất rồi.",71
177,"私が間違っているかもしれません。","Watashi ga machigatte iru kamo shiremasen.","Có thể là tôi đã nhầm.",71
178,"雨が降るかもしれない。","Amegafuru kamo shirenai.","Có thể là trời sẽ mưa.",71

179,"明日天気がいいでしょう。","Ashita tenki ga īdeshou.","Ngày mai có lẽ trời sẽ đẹp.",72
180,"6時までに彼は帰ってくるでしょう。","Rokuji made ni kare wa kaette kurudeshou.","Có lẽ tới 6 giờ anh ấy sẽ về tới",72

181,"朝はコーヒーしか飲まない。","Asa wa kōhī shika nomanai.","Buổi sáng tôi chỉ uống cà phê mà thôi.",73
182,"10分しか待てません。","Juppun shika matemasen.","Tôi chỉ có thể đợi 10 phút mà thôi",73
183,"こんなことは友達にしか話せません。","Konna koto wa tomodachi ni shika hanasemasen.","Những chuyện như thế này chỉ có thể nói với bạn bè mà thôi.",73

184,"日本へ行く前に日本語を習っておくつもりです。","Nihon e iku mae ni nihongo o naratte oku tsumoridesu.","Tôi định học sẵn tiếng Nhật trước khi đi Nhật.",74
185,"その書類はあとで見ますから、そこに置いておいて下さい。","Sono shorui wa ato de mimasukara, soko ni oite oite kudasai.","Tài liệu đó tôi sẽ xem sau nên anh hãy để sẵn ở đó.",74
186,"お母さんに話しとくね。",,"Anh sẽ nói chuyện trước với mẹ nhé.",74

187,"雪が降ったようです。",,"Có vẻ như tuyết đã rơi.",75

188,"日本に留学しようと思う。","Nihon ni ryūgaku shiyou to omou.","Tôi đang định đi nhật du học",76
189,"今から書店へ行こうと思う。","Ima kara shoten e ikou to omou.","Tôi định đi nhà sách bây giờ.",76

190,"来年ヨーロッパへ旅行するつもりです。","Rainen yōroppa e ryokō suru tsumoridesu.","Sang năm tôi định đi du lịch Châu Âu.",77
191,"タバコは、もうすわないつもりです。","Tabako wa, mō suwanai tsumoridesu.","Thuốc lá thì tôi định thôi không hút nữa.",77
192,"今月に仕事をやめるつもりです。","Kongetsu ni shigoto wo yameru tsumoridesu.","Trong tháng này tôi định thôi việc.",77

193,"来年日本へ行く予定です。","Rainen Nihon e iku yoteidesu.","Năm sau tôi dự định đi Nhật.",78
194,"明日に書類を送付する予定です。","Ashita ni shorui o sōfu suru yoteidesu.","Tôi dự định sẽ gửi tài liệu vào ngày mai.",78

195,"キムさんに手伝ってあげました。","Kimu-san ni tetsudatte agemashita.","Tôi đã giúp anh Kim.",79
196,"妹に写真を撮ってあげました。","Imōto ni shashin o totte agemashita.","Tôi chụp ảnh cho em gái.",79

197,"鈴木さんは自転車を修理してくれました。","Suzuki-san wa jitensha o shūri shite kuremashita.","Anh Suzuki đã sửa xe đạp giúp cho tôi.",80
198,"父は新しい自転車を買ってくれた。","Chichi wa atarashī jitensha o katte kureta.","Cha đã mua cho tôi một chiếc xe đạp mới.",80

199,"私は日本人の友達に漢字を教えてもらった。","Watashi wa nihonjin no tomodachi ni kanji o oshiete moratta.","Tôi đã được bạn người Nhật dạy cho hán tự.",81
200,"山田さんにお金を貸してもらった。","Yamada-san ni okane o kashite moratta.","Tôi đã được anh Yamamoto cho mượn tiền.",81

201,"これを持っていただけませんか。","Kore o motte itadakemasen ka?","Bạn có thể cầm giúp tôi cái này được không?",82
202,"日本語を教えていただけませんか。","Nihongo o oshiete itadakemasen ka?","Bạn có thể dạy cho tôi tiếng nhật được không?",82
203,"この本を貸していただけませんか?","Kono hon o kashite itadakemasen ka?","Bạn có thể cho tôi mượn cuốn sách này được không?",82

204,"彼は母に叱られました。","Kare wa haha ni shikara remashita.","Nó bị mẹ mắng.",83
205,"妹にケーキを食べられた。","Imōto ni kēki o tabe raremashita.","Tôi bị em gái ăn mất cái bánh.",83

206,"携帯電話を使うな。","Keitaidenwa o tsukau na.","Đừng có dùng điện thoại di động.",84
207,"ここでタバコを吸うな。","Tabakowosuu na.","Đừng có hút thuốc ở đây.",84

208,"私は寿司が食べられます。","Watashi wa sushi ga tabe raremasu.","Tôi có thể ăn được sushi.",85
209,"私は漢字が読めます。","Watashi wa kanji ga yomemasu.","Tôi có thể viết được hán tự.",85
210,"インド料理が作れます。","Indo ryōri ga tsukuremasu.","Tôi có thể nấu được món Ấn Độ.",85

211,"母は私に部屋の掃除をさせた。","Haha wa watashi ni heya no sōji o sa seta.","Mẹ bắt tôi dọn dẹp phòng.",86
212,"彼は子供にイギリスに留学させた。","Kare wa kodomo ni Igirisu ni ryūgaku sa seta.","Ông ấy cho con đi du học ở Anh.",86
213,"大学に合格したことで両親を喜ばせた。","Daigaku ni gōkaku shita koto de ryōshin o yorokoba seta.","Việc tôi đậu đại học làm cha mẹ vui mừng.",86

214,"昨日、母に3時間も勉強させられた。","Kinō, haha ni san-jikan mo benkyō sa se rareta.","Hôm qua, tôi đã bị mẹ bắt phải học tới đến 3 tiếng đồng hồ.",87
215,"お酒を飲まされた。","Osake o nomasa reta.","Tôi đã bị ép buộc phải uống rượu.",87
